City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
98,mana,5.6592,-53.7767,24.96,93,100,4.28,GF,1716096585
99,roxas,11.5853,122.7511,31.19,65,90,4.82,PH,1716096585
100,pisco,-13.7,-76.2167,18.03,88,14,0.51,PE,1716096585
101,afaahiti,-17.75,-149.2833,24.93,78,100,9.99,PF,1716096585
102,atafu village,-8.5421,-172.5159,29.8,77,83,7.21,TK,1716096585
103,sassandra,4.95,-6.0833,25.89,90,99,2.4,CI,1716096585
104,motygino,58.1831,94.7592,19.32,40,25,3.13,RU,1716096586
105,revda,56.801,59.9303,6.09,56,50,4.77,RU,1716096586
106,ban phru nai,7.9333,98.5833,35.11,70,99,1.8,TH,1716096586
107,longyearbyen,78.2186,15.6401,-5.09,63,75,4.63,SJ,1716096586
108,garbahaarrey,3.3289,42.2209,27.45,64,46,9.44,SO,1716096586
109,chonchi,-42.6128,-73.8092,7.56,87,93,2.28,CL,1716096586
110,kailua-kona,19.6406,-155.9956,25.98,94,100,7.2,US,1716096586
111,midvagur,62.0511,-7.1939,6.46,81,100,4.12,FO,1716096587
112,contai,21.7786,87.7536,35.53,42,95,5.65,IN,1716096587
113,mount isa,-20.7333,139.5,24.87,22,17,5.66,AU,1716096587
114,kizhinga,51.8462,109.9097,21.36,20,61,4.41,RU,1716096587
115,ghadamis,30.1337,9.5007,30.77,26,25,5.25,LY,1716096587
116,kuraymah,18.55,31.85,32.65,8,0,5.34,SD,1716096587
117,toliara,-23.35,43.6667,21.92,75,6,6.36,MG,1716096570
118,uturoa,-16.7333,-151.4333,26.93,73,100,10.22,PF,1716096588
119,waddan,29.1614,16.139,30.43,13,2,4.15,LY,1716096588
120,lesosibirsk,58.2358,92.4828,17.73,42,50,2.85,RU,1716096588
121,arraial do cabo,-22.9661,-42.0278,23.07,94,26,3.4,BR,1716096588
122,codrington,-38.2667,141.9667,14.4,76,86,7.56,AU,1716096588
123,talnakh,69.4865,88.3972,-8.77,89,97,3.65,RU,1716096588
124,beloyarskiy,63.7119,66.6722,0.0,82,91,3.13,RU,1716096588
125,nova sintra,14.8667,-24.7167,24.1,76,36,6.59,CV,1716096589
126,whitehorse,60.7161,-135.0538,11.01,50,100,0.89,CA,1716096470
127,christchurch,-43.5333,172.6333,11.06,88,100,0.89,NZ,1716096578
128,georgetown,5.4112,100.3354,32.97,55,20,5.66,MY,1716096390
129,zouerate,22.7187,-12.4521,20.52,50,2,3.81,MR,1716096589
130,lae,-6.7221,146.9847,30.37,72,48,2.96,PG,1716096589
131,hermanus,-34.4187,19.2345,11.56,80,95,1.76,ZA,1716096589
132,huarmey,-10.0681,-78.1522,18.97,91,90,3.56,PE,1716096589
133,broome,42.2506,-75.833,17.06,96,100,1.54,US,1716096590
134,sangueya,10.7,-14.3667,26.16,83,99,0.86,GN,1716096590
135,fale old settlement,-9.3852,-171.2468,29.6,80,76,8.81,TK,1716096590
136,port lincoln,-34.7333,135.8667,15.07,64,84,4.8,AU,1716096590
137,laurel,39.0993,-76.8483,17.14,95,100,0.0,US,1716096590
138,sandnessjoen,66.0217,12.6316,7.29,81,100,8.66,NO,1716096590
139,sisimiut,66.9395,-53.6735,-5.07,78,16,3.86,GL,1716096591
140,north platte,41.1239,-100.7654,17.29,60,0,5.36,US,1716096591
141,marsabit,2.3284,37.9899,19.71,74,83,6.28,KE,1716096591
142,port elizabeth,-33.918,25.5701,9.16,100,0,1.54,ZA,1716096591
143,luwingu,-10.2621,29.9271,14.45,83,35,1.49,ZM,1716096591
144,crane,31.3974,-102.3501,28.53,15,1,5.65,US,1716096476
145,perevolotskiy,51.8763,54.1938,9.3,77,86,5.79,RU,1716096592
146,viedma,-40.8135,-62.9967,6.17,69,5,4.38,AR,1716096321
147,lompoc,34.6391,-120.4579,14.08,88,100,1.61,US,1716096468
148,udachny,66.4167,112.4,-0.86,64,65,2.99,RU,1716096592
149,nan,18.8333,100.6667,33.01,59,40,2.57,TH,1716096592
150,rio preto da eva,-2.6994,-59.6997,23.19,98,72,0.37,BR,1716096592
151,plettenberg bay,-34.0527,23.3716,15.92,58,53,2.24,ZA,1716096592
152,knysna,-34.0363,23.0471,15.69,61,59,2.08,ZA,1716096593
153,pacific grove,36.6177,-121.9166,13.82,85,100,4.47,US,1716096593
154,saipan,15.1355,145.701,33.39,55,40,9.26,MP,1716096593
155,condom,43.9167,0.3333,13.49,92,83,0.6,FR,1716096593
156,haiku-pauwela,20.9219,-156.3051,23.91,84,40,9.26,US,1716096593
157,port alfred,-33.5906,26.891,16.18,79,3,3.31,ZA,1716096593
158,marka,1.7159,44.7717,28.76,77,5,8.06,SO,1716096594
159,sechura,-5.5569,-80.8222,20.28,81,32,6.73,PE,1716096594
160,troitsko-pechorsk,62.7084,56.1964,4.27,67,100,2.68,RU,1716096594
161,lospalos,-8.5186,127.0025,25.65,67,37,5.32,TL,1716096594
162,tazacorte,28.629,-17.9293,17.54,84,40,3.58,ES,1716096594
163,punta arenas,-53.15,-70.9167,2.06,93,75,4.12,CL,1716096595
164,puerto baquerizo moreno,-0.9,-89.6,22.51,92,7,3.75,EC,1716096358
165,guanica,17.9716,-66.908,27.99,84,0,4.01,PR,1716096595
166,saudarkrokur,65.7461,-19.6394,0.11,73,82,1.61,IS,1716096595
167,kodiak,57.79,-152.4072,6.73,93,100,4.12,US,1716096595
168,suva,-18.1416,178.4415,28.71,84,75,3.6,FJ,1716096595
169,guarapari,-20.6667,-40.4975,22.72,73,22,2.48,BR,1716096595
170,quepos,9.4236,-84.1652,27.36,84,89,1.92,CR,1716096596
171,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.54,GF,1716096596
172,bairnsdale,-37.8333,147.6167,14.47,83,83,0.45,AU,1716096596
173,bah,26.87,78.5975,44.09,9,2,2.11,IN,1716096596
174,zyryanovsk,49.7386,84.2719,18.05,52,100,0.51,KZ,1716096596
175,kogalym,62.2654,74.4791,0.55,63,96,4.02,RU,1716096597
176,al jawf,29.5,38.75,26.77,22,0,3.86,SA,1716096597
177,punta alta,-38.8759,-62.0736,9.42,59,100,3.29,AR,1716096597
178,khandyga,62.6667,135.6,7.82,33,94,2.74,RU,1716096597
179,hamilton,39.1834,-84.5333,19.47,88,0,2.06,US,1716096597
180,badger,64.8,-147.5333,17.77,37,40,4.12,US,1716096597
181,buldan,38.045,28.8306,20.47,55,100,1.49,TR,1716096598
182,fort bragg,35.139,-79.006,19.9,94,100,0.89,US,1716096598
183,acarau,-2.8856,-40.12,24.52,90,41,3.42,BR,1716096598
184,pleiku,13.9833,108.0,31.16,51,90,4.43,VN,1716096598
185,lloydminster,53.2835,-110.0016,4.12,81,100,3.09,CA,1716096598
186,happy valley-goose bay,53.3168,-60.3315,5.17,93,100,3.09,CA,1716096599
187,tokar,18.4254,37.729,30.4,54,22,3.91,SD,1716096599
188,mwinilunga,-11.7358,24.4293,11.59,75,1,1.99,ZM,1716096599
189,taltal,-25.4,-70.4833,17.6,59,0,0.89,CL,1716096599
190,bredasdorp,-34.5322,20.0403,13.29,83,80,1.91,ZA,1716096599
191,namibe,-15.1961,12.1522,23.75,58,33,0.99,AO,1716096599
192,minas de marcona,-15.2119,-75.1103,12.97,94,91,5.72,PE,1716096599
193,derazhnya,49.2692,27.4338,13.47,77,14,3.76,UA,1716096600
194,tromso,69.6496,18.957,3.01,87,75,3.6,NO,1716096600
195,krasnyy chikoy,50.3643,108.7512,22.9,21,98,4.81,RU,1716096600
196,pujili,-0.95,-78.6833,11.94,93,75,2.57,EC,1716096600
197,cartagena del chaira,1.3349,-74.8429,22.33,99,100,1.06,CO,1716096600
198,puerto aysen,-45.4,-72.7,4.82,96,83,0.88,CL,1716096600
199,kununurra,-15.7667,128.7333,30.99,29,2,6.69,AU,1716096601
200,san felipe,10.3399,-68.7425,22.49,98,100,0.02,VE,1716096601
201,north bend,43.4065,-124.2243,9.95,87,0,4.12,US,1716096601
202,ust'-ilimsk,58.0006,102.6619,16.91,41,92,4.02,RU,1716096601
203,holualoa,19.6228,-155.9522,23.91,95,100,7.2,US,1716096601
204,hithadhoo,-0.6,73.0833,28.07,75,100,13.3,MV,1716096602
205,ebon,4.582,168.6964,28.87,80,25,5.96,MH,1716096602
206,qamdo,31.1667,97.2333,13.84,21,29,3.05,CN,1716096603
207,tralee,52.2704,-9.7026,10.29,92,41,0.92,IE,1716096603
208,grand falls-windsor,48.9332,-55.6649,2.5,88,100,0.89,CA,1716096604
209,oroqen zizhiqi,50.5667,123.7167,20.49,15,34,3.08,CN,1716096604
210,smidovich,48.6,133.8167,18.49,19,92,6.03,RU,1716096604
211,zelenogorsk,56.1147,94.5861,23.22,30,85,3.46,RU,1716096604
212,qarazhal,48.0078,70.7903,13.03,77,100,7.86,KZ,1716096604
213,keflavik,64.0049,-22.5624,5.95,81,75,3.6,IS,1716096604
214,biu,10.6129,12.1946,24.79,70,26,2.96,NG,1716096605
215,nenjiang,49.1833,125.2167,19.21,19,55,3.58,CN,1716096605
216,hirara,24.8,125.2833,28.92,83,75,6.69,JP,1716096605
217,hami,42.8,93.45,35.99,10,1,3.73,CN,1716096605
218,inari,68.906,27.0288,4.11,100,100,2.21,FI,1716096605
219,hadibu,12.65,54.0333,30.27,69,100,0.23,YE,1716096605
220,tiksi,71.6872,128.8694,-3.81,76,33,6.88,RU,1716096606
221,tubarjal,30.4999,38.216,28.44,19,0,4.34,SA,1716096606
222,salahonda,2.1019,-78.7217,26.38,88,100,3.53,CO,1716096606
223,kapa'a,22.0752,-159.319,26.99,89,75,6.17,US,1716096606
224,paso de los toros,-32.8167,-56.5167,4.77,87,81,2.53,UY,1716096606
225,vila velha,-20.3297,-40.2925,22.75,94,0,0.45,BR,1716096606
226,penza,53.2007,45.0046,11.81,59,8,2.68,RU,1716096606
227,sola,-13.8833,167.55,27.97,76,31,1.19,VU,1716096607
228,coquimbo,-29.9533,-71.3436,11.1,50,0,4.12,CL,1716096607
229,bom conselho,-9.1697,-36.6797,20.6,98,79,1.49,BR,1716096607
230,utrik,11.2278,169.8474,27.3,79,89,10.09,MH,1716096607
231,harstad,68.799,16.5293,4.58,97,100,3.13,NO,1716096607
232,porto velho,-8.7619,-63.9039,25.03,94,75,0.51,BR,1716096607
233,st. john's,47.5649,-52.7093,2.66,94,75,3.6,CA,1716096608
234,wynyard,-41.0,145.7167,13.61,61,26,4.94,AU,1716096608
235,connell,46.6635,-118.8611,12.25,58,99,6.05,US,1716096608
236,basoko,1.2391,23.616,24.1,88,65,1.87,CD,1716096608
237,guayaramerin,-10.8368,-65.3614,23.77,83,100,0.8,BO,1716096608
238,fisterra,42.9049,-9.2629,13.19,85,11,4.46,ES,1716096608
239,brookings,44.3114,-96.7984,13.99,54,0,0.0,US,1716096608
240,tobelo,1.7284,128.0095,29.03,76,64,1.55,ID,1716096609
241,leh,34.1667,77.5833,9.02,42,29,2.66,IN,1716096609
242,rabaul,-4.1967,152.1721,28.61,76,77,2.97,PG,1716096609
243,iskateley,67.6803,53.1512,1.68,92,100,9.39,RU,1716096609
244,selfoss,63.9331,-20.9971,4.47,75,100,2.17,IS,1716096609
245,acapulco de juarez,16.8634,-99.8901,27.9,78,75,1.54,MX,1716096469
246,cockburn town,21.4612,-71.1419,26.58,85,1,5.96,TC,1716096609
247,ciudad bolivar,8.1222,-63.5497,25.98,84,100,2.47,VE,1716096610
248,touros,-5.1989,-35.4608,24.48,91,22,2.45,BR,1716096610
249,kidal,18.4411,1.4078,32.22,24,12,4.53,ML,1716096610
250,usinsk,65.9939,57.5281,4.28,100,100,9.33,RU,1716096610
251,kiunga,-6.1219,141.2906,28.3,79,100,1.13,PG,1716096610
252,sitia,35.2,26.0986,22.77,36,92,4.86,GR,1716096610
253,mont-laurier,46.5501,-75.4993,11.79,97,21,1.32,CA,1716096611
254,kavaratti,10.5669,72.642,29.37,78,100,7.6,IN,1716096611
255,magadan,59.5667,150.8,11.96,63,100,13.32,RU,1716096611
256,mahina,-17.5065,-149.489,25.87,73,75,2.06,PF,1716096611
257,bathsheba,13.2167,-59.5167,28.34,83,20,8.23,BB,1716096611
258,esquipulas,14.5667,-89.35,21.52,86,99,1.12,GT,1716096611
259,novodvinsk,64.4165,40.8122,16.86,66,58,5.49,RU,1716096611
260,charcas,23.1333,-101.1167,18.69,72,4,3.24,MX,1716096612
261,ingeniero jacobacci,-41.3427,-69.5448,1.88,79,0,2.04,AR,1716096612
262,uliastay,47.7417,96.8444,22.38,21,20,6.4,MN,1716096612
263,port-vila,-17.7338,168.3219,28.78,84,75,1.03,VU,1716096612
264,chibougamau,49.9168,-74.3659,12.79,100,75,3.09,CA,1716096612
265,oamaru,-45.0784,170.9801,6.88,90,100,1.58,NZ,1716096612
266,tonosho,34.4833,134.1833,19.9,88,100,8.62,JP,1716096613
267,westport,41.1415,-73.3579,15.34,86,20,2.57,US,1716096571
268,conduaga,8.862,117.4893,32.61,57,52,3.45,PH,1716096613
269,scottburgh,-30.2867,30.7532,18.54,78,0,2.57,ZA,1716096613
270,bollnas,61.3482,16.3946,18.77,36,20,3.96,SE,1716096613
271,ingraj bazar,25.0,88.15,40.44,21,18,3.85,IN,1716096614
272,alto araguaia,-17.3147,-53.2153,17.5,70,1,1.08,BR,1716096614
273,dakhla,23.6848,-15.958,18.01,88,0,8.75,EH,1716096614
274,ternate,0.8,127.4,29.75,70,74,1.92,ID,1716096614
275,petropavlovsk-kamchatsky,53.0452,158.6483,5.25,93,100,7.0,RU,1716096615
276,daru,-9.0763,143.2092,26.45,88,81,7.45,PG,1716096615
277,pasuquin,18.3328,120.6177,29.97,79,100,2.57,PH,1716096615
278,flin flon,54.7682,-101.865,5.7,97,100,2.78,CA,1716096615
279,inozemtsevo,44.0926,43.0911,12.92,67,79,1.0,RU,1716096615
280,taro,-8.3862,115.28,27.0,67,94,2.02,ID,1716096616
281,portland,45.5234,-122.6762,10.71,77,48,0.89,US,1716096548
282,porbandar,21.6422,69.6093,35.99,44,2,5.14,IN,1716096414
283,bang saphan,11.2126,99.5117,33.65,55,88,2.77,TH,1716096616
284,aasiaat,68.7098,-52.8699,-9.76,96,44,2.45,GL,1716096616
285,sabzevar,36.2126,57.6819,16.6,42,40,5.14,IR,1716096616
286,orcopampa,-15.2661,-72.3417,7.58,76,6,1.5,PE,1716096617
287,nemuro,43.3236,145.575,9.22,81,29,5.19,JP,1716096617
288,kavieng,-2.5744,150.7967,28.91,76,81,2.06,PG,1716096617
289,compostela,7.6731,126.0889,37.81,31,55,2.45,PH,1716096617
